1	94707.2
1.047	83623.68
1.096	73875.2
1.096	83731.2
1.5	39585.28
2	19299.84
3	6709.248
4	3111.808
5	1701.504
6	1035.776
8	470.848
8.979	343.0784
8.979	2493.568
10	1935.36
15	663.488
20	302.848
30	97.7536
40	43.56352
50	23.41248
60	14.27328
80	6.83648
100	4.10816
150	1.986432
200	1.396864
300	1.002624
400	0.8434048
500	0.7493248
600	0.6832
800	0.5918976
1000	0.5287296
1022	0.5227264
1250	0.4713856
1500	0.4303488
