1	3199.5
1.5	1086.21
1.56	977.67
1.56	10683.9
2	6110.1
3	2127.87
4	973.35
5	522.18
6	311.31
8	135.864
10	70.767
15	21.4785
20	9.2934
30	3.0456
40	1.53468
50	0.99387
60	0.75006
80	0.54486
100	0.46008
150	0.37206
200	0.33021
300	0.28134
400	0.250452
500	0.228015
600	0.210654
800	0.184707
1000	0.165942
1022	0.16416
1250	0.148392
1500	0.135162
